AIRPORT,Year,Month,Dom_Acm_Out,Int_Acm_Out,Acm_Out
Alice Springs,2007,4,250,0,250
Alice Springs,2007,5,255,0,255
Alice Springs,2007,6,253,0,253
Alice Springs,2007,7,263,0,263
Alice Springs,2007,8,256,0,256
Alice Springs,2007,9,253,0,253
Alice Springs,2007,10,260,0,260
Alice Springs,2007,11,263,0,263
Alice Springs,2007,12,268,0,268
Alice Springs,2008,1,258,0,258
Alice Springs,2008,2,243,0,243
Alice Springs,2008,3,273,0,273
Alice Springs,2008,4,275,0,275
Alice Springs,2008,5,285,0,285
Alice Springs,2008,6,281,0,281
Alice Springs,2008,7,301,0,301
Alice Springs,2008,8,292,0,292
Alice Springs,2008,9,281,0,281
Alice Springs,2008,10,285,0,285
Alice Springs,2008,11,265,0,265
Alice Springs,2008,12,272,0,272
Ballina,1985,1,0,0,0
Ballina,1985,2,0,0,0
Ballina,1985,3,0,0,0
Ballina,1985,4,0,0,0
Ballina,1985,5,0,0,0
Ballina,1985,6,0,0,0
Ballina,1985,7,0,0,0
Ballina,1985,8,0,0,0
Ballina,1985,9,0,0,0
Ballina,1985,10,0,0,0
Ballina,1985,11,0,0,0
Ballina,1985,12,0,0,0
Ballina,1986,1,0,0,0
Ballina,1986,2,0,0,0
Ballina,1986,3,0,0,0
Ballina,1986,4,0,0,0
Ballina,1986,5,0,0,0
Ballina,1986,6,0,0,0
Ballina,1986,7,0,0,0
Ballina,1986,8,0,0,0
Ballina,1986,9,0,0,0
Ballina,1986,10,0,0,0
Ballina,1986,11,0,0,0
Ballina,1986,12,12,0,12
Ballina,1987,1,31,0,31
Ballina,1987,2,29,0,29
Ballina,1987,3,32,0,32
Ballina,1987,4,35,0,35
Ballina,1987,5,28,0,28
Ballina,1987,6,32,0,32
Ballina,1987,7,113,0,113
Ballina,1987,8,137,0,137
Ballina,1987,9,134,0,134
Ballina,1987,10,144,0,144
Ballina,1987,11,145,0,145
Ballina,1987,12,172,0,172
Ballina,1988,1,167,0,167
Ballina,1988,2,152,0,152
Ballina,1988,3,170,0,170
Ballina,1988,4,165,0,165
Ballina,1988,5,140,0,140
Ballina,1988,6,142,0,142
Ballina,1988,7,176,0,176
Ballina,1988,8,165,0,165
Ballina,1988,9,195,0,195
Ballina,1988,10,198,0,198
Ballina,1988,11,164,0,164
Ballina,1988,12,186,0,186
Ballina,1989,1,203,0,203
Ballina,1989,2,206,0,206
Ballina,1989,3,215,0,215
Ballina,1989,4,217,0,217
Ballina,1989,5,218,0,218
Ballina,1989,6,231,0,231
Ballina,1989,7,258,0,258
Ballina,1989,8,235,0,235
Ballina,1989,9,236,0,236
Ballina,1989,10,212,0,212
Ballina,1989,11,206,0,206
Ballina,1989,12,228,0,228
Ballina,1990,1,235,0,235
Ballina,1990,2,207,0,207
Ballina,1990,3,239,0,239
Ballina,1990,4,258,0,258
Ballina,1990,5,253,0,253
Ballina,1990,6,261,0,261
Ballina,1990,7,160,0,160
Ballina,1990,8,166,0,166
Ballina,1990,9,194,0,194
Ballina,1990,10,196,0,196
Ballina,1990,11,185,0,185
Ballina,1990,12,184,0,184
Ballina,1991,1,294,0,294
Ballina,1991,2,243,0,243
Ballina,1991,3,292,0,292
Ballina,1991,4,296,0,296
Ballina,1991,5,332,0,332
Ballina,1991,6,342,0,342
Ballina,1991,7,362,0,362
Ballina,1991,8,331,0,331
Ballina,1991,9,330,0,330
Ballina,1991,10,354,0,354
Ballina,1991,11,345,0,345
Ballina,1991,12,106,0,106
Ballina,1992,1,106,0,106
Ballina,1992,2,102,0,102
Ballina,1992,3,83,0,83
Ballina,1992,4,109,0,109
Ballina,1992,5,177,0,177
Ballina,1992,6,175,0,175
Ballina,1992,7,180,0,180
Ballina,1992,8,177,0,177
Ballina,1992,9,178,0,178
Ballina,1992,10,179,0,179
Ballina,1992,11,176,0,176
Ballina,1992,12,193,0,193
Ballina,1993,1,77,0,77
Ballina,1993,2,65,0,65
Ballina,1993,3,72,0,72
Ballina,1993,4,67,0,67
Ballina,1993,5,70,0,70
Ballina,1993,6,68,0,68
Ballina,1993,7,70,0,70
Ballina,1993,8,71,0,71
Ballina,1993,9,69,0,69
Ballina,1993,10,70,0,70
Ballina,1993,11,69,0,69
Ballina,1993,12,78,0,78
Ballina,1994,1,81,0,81
Ballina,1994,2,64,0,64
Ballina,1994,3,77,0,77
Ballina,1994,4,73,0,73
Ballina,1994,5,77,0,77
Ballina,1994,6,72,0,72
Ballina,1994,7,76,0,76
Ballina,1994,8,76,0,76
Ballina,1994,9,73,0,73
Ballina,1994,10,78,0,78
Ballina,1994,11,74,0,74
Ballina,1994,12,80,0,80
Ballina,1995,1,85,0,85
Ballina,1995,2,76,0,76
Ballina,1995,3,101,0,101
Ballina,1995,4,106,0,106
Ballina,1995,5,104,0,104
Ballina,1995,6,104,0,104
Ballina,1995,7,106,0,106
Ballina,1995,8,110,0,110
Ballina,1995,9,105,0,105
Ballina,1995,10,98,0,98
Ballina,1995,11,101,0,101
Ballina,1995,12,101,0,101
Ballina,1996,1,110,0,110
Ballina,1996,2,104,0,104
Ballina,1996,3,107,0,107
Ballina,1996,4,84,0,84
Ballina,1996,5,84,0,84
Ballina,1996,6,78,0,78
Ballina,1996,7,85,0,85
Ballina,1996,8,82,0,82
Ballina,1996,9,108,0,108
Ballina,1996,10,115,0,115
Ballina,1996,11,106,0,106
Ballina,1996,12,111,0,111
Ballina,1997,1,112,0,112
Ballina,1997,2,100,0,100
Ballina,1997,3,107,0,107
Ballina,1997,4,107,0,107
Ballina,1997,5,110,0,110
Ballina,1997,6,106,0,106
Ballina,1997,7,111,0,111
Ballina,1997,8,109,0,109
Ballina,1997,9,108,0,108
Ballina,1997,10,113,0,113
Ballina,1997,11,105,0,105
Ballina,1997,12,112,0,112
Ballina,1998,1,110,0,110
Ballina,1998,2,100,0,100
Ballina,1998,3,111,0,111
Ballina,1998,4,107,0,107
Ballina,1998,5,108,0,108
Ballina,1998,6,108,0,108
Ballina,1998,7,112,0,112
Ballina,1998,8,107,0,107
Ballina,1998,9,108,0,108
Ballina,1998,10,113,0,113
Ballina,1998,11,114,0,114
Ballina,1998,12,130,0,130
Ballina,1999,1,135,0,135
Ballina,1999,2,130,0,130
Ballina,1999,3,144,0,144
Ballina,1999,4,138,0,138
Ballina,1999,5,144,0,144
Ballina,1999,6,139,0,139
Ballina,1999,7,135,0,135
Ballina,1999,8,140,0,140
Ballina,1999,9,132,0,132
Ballina,1999,10,137,0,137
Ballina,1999,11,133,0,133
Ballina,1999,12,136,0,136
Ballina,2000,1,137,0,137
Ballina,2000,2,130,0,130
Ballina,2000,3,148,0,148
Ballina,2000,4,189,0,189
Ballina,2000,5,240,0,240
Ballina,2000,6,270,0,270
Ballina,2000,7,278,0,278
Ballina,2000,8,280,0,280
Ballina,2000,9,268,0,268
Ballina,2000,10,281,0,281
Ballina,2000,11,202,0,202
Ballina,2000,12,210,0,210
Ballina,2001,1,213,0,213
Ballina,2001,2,189,0,189
Ballina,2001,3,185,0,185
Ballina,2001,4,179,0,179
Ballina,2001,5,191,0,191
Ballina,2001,6,181,0,181
Ballina,2001,7,252,0,252
Ballina,2001,8,303,0,303
Ballina,2001,9,205,0,205
Ballina,2001,10,220,0,220
Ballina,2001,11,231,0,231
Ballina,2001,12,232,0,232
Ballina,2002,1,224,0,224
Ballina,2002,2,219,0,219
Ballina,2002,3,251,0,251
Ballina,2002,4,244,0,244
Ballina,2002,5,247,0,247
Ballina,2002,6,230,0,230
Ballina,2002,7,244,0,244
Ballina,2002,8,224,0,224
Ballina,2002,9,294,0,294
Ballina,2002,10,305,0,305
Ballina,2002,11,267,0,267
Ballina,2002,12,267,0,267
Ballina,2003,1,277,0,277
Ballina,2003,2,249,0,249
Ballina,2003,3,273,0,273
Ballina,2003,4,264,0,264
Ballina,2003,5,269,0,269
Ballina,2003,6,253,0,253
Ballina,2003,7,260,0,260
Ballina,2003,8,203,0,203
Ballina,2003,9,188,0,188
Ballina,2003,10,192,0,192
Ballina,2003,11,184,0,184
Ballina,2003,12,202,0,202
Ballina,2004,1,209,0,209
Ballina,2004,2,158,0,158
Ballina,2004,3,169,0,169
Ballina,2004,4,160,0,160
Ballina,2004,5,170,0,170
Ballina,2004,6,169,0,169
Ballina,2004,7,189,0,189
Ballina,2004,8,213,0,213
Ballina,2004,9,207,0,207
Ballina,2004,10,206,0,206
Ballina,2004,11,205,0,205
Ballina,2004,12,218,0,218
Ballina,2005,1,210,0,210
Ballina,2005,2,193,0,193
Ballina,2005,3,217,0,217
Ballina,2005,4,207,0,207
Ballina,2005,5,212,0,212
Ballina,2005,6,210,0,210
Ballina,2005,7,189,0,189
Ballina,2005,8,169,0,169
Ballina,2005,9,164,0,164
Ballina,2005,10,167,0,167
Ballina,2005,11,162,0,162
Ballina,2005,12,189,0,189
Ballina,2006,1,185,0,185
Ballina,2006,2,152,0,152
Ballina,2006,3,171,0,171
Ballina,2006,4,190,0,190
Ballina,2006,5,182,0,182
Ballina,2006,6,179,0,179
Ballina,2006,7,194,0,194
Ballina,2006,8,193,0,193
Ballina,2006,9,187,0,187
Ballina,2006,10,192,0,192
Ballina,2006,11,177,0,177
Ballina,2006,12,202,0,202
Ballina,2007,1,198,0,198
Ballina,2007,2,165,0,165
Ballina,2007,3,182,0,182
Ballina,2007,4,182,0,182
Ballina,2007,5,183,0,183
Ballina,2007,6,178,0,178
Ballina,2007,7,179,0,179
Ballina,2007,8,178,0,178
Ballina,2007,9,171,0,171
Ballina,2007,10,175,0,175
Ballina,2007,11,176,0,176
Ballina,2007,12,197,0,197
Ballina,2008,1,194,0,194
Ballina,2008,2,167,0,167
Ballina,2008,3,180,0,180
Ballina,2008,4,171,0,171
Ballina,2008,5,177,0,177
Ballina,2008,6,152,0,152
Ballina,2008,7,162,0,162
Ballina,2008,8,160,0,160
Ballina,2008,9,157,0,157
Ballina,2008,10,173,0,173
Ballina,2008,11,168,0,168
Ballina,2008,12,184,0,184
Ballina,2009,1,178,0,178
Ballina,2009,2,153,0,153
Ballina,2009,3,167,0,167
Ballina,2009,4,169,0,169
Ballina,2009,5,166,0,166
Ballina,2009,6,163,0,163
Ballina,2009,7,177,0,177
Ballina,2009,8,145,0,145
Ballina,2009,9,140,0,140
Ballina,2009,10,169,0,169
Ballina,2009,11,159,0,159
Ballina,2009,12,173,0,173
Ballina,2010,1,164,0,164
Ballina,2010,2,139,0,139
Ballina,2010,3,154,0,154
Ballina,2010,4,151,0,151
Ballina,2010,5,140,0,140
Ballina,2010,6,141,0,141
Ballina,2010,7,146,0,146
Ballina,2010,8,151,0,151
Ballina,2010,9,164,0,164
Ballina,2010,10,169,0,169
Ballina,2010,11,150,0,150
Ballina,2010,12,190,0,190
Ballina,2011,1,170,0,170
Ballina,2011,2,141,0,141
Ballina,2011,3,159,0,159
Ballina,2011,4,159,0,159
Ballina,2011,5,152,0,152
Ballina,2011,6,140,0,140
Ballina,2011,7,156,0,156
Ballina,2011,8,155,0,155
Ballina,2011,9,159,0,159
Ballina,2011,10,158,0,158
Ballina,2011,11,155,0,155
Ballina,2011,12,170,0,170
Ballina,2012,1,187,0,187
Ballina,2012,2,149,0,149
Ballina,2012,3,161,0,161
Ballina,2012,4,178,0,178
Ballina,2012,5,170,0,170
Ballina,2012,6,154,0,154
Ballina,2012,7,194,0,194
Ballina,2012,8,185,0,185
Ballina,2012,9,175,0,175
Ballina,2012,10,189,0,189
Ballina,2012,11,168,0,168
Ballina,2012,12,187,0,187
Ballina,2013,1,196,0,196
Ballina,2013,2,140,0,140
Ballina,2013,3,173,0,173
Ballina,2013,4,206,0,206
Ballina,2013,5,183,0,183
Ballina,2013,6,183,0,183
Ballina,2013,7,197,0,197
Ballina,2013,8,178,0,178
Ballina,2013,9,199,0,199
Ballina,2013,10,202,0,202
Ballina,2013,11,178,0,178
Ballina,2013,12,210,0,210
Ballina,2014,1,207,0,207
Ballina,2014,2,162,0,162
Ballina,2014,3,184,0,184
Ballina,2014,4,192,0,192
Ballina,2014,5,158,0,158
Ballina,2014,6,164,0,164
Ballina,2014,7,193,0,193
Ballina,2014,8,171,0,171
Ballina,2014,9,196,0,196
Ballina,2014,10,194,0,194
Ballina,2014,11,175,0,175
Ballina,2014,12,189,0,189
Ballina,2015,1,193,0,193
Ballina,2015,2,149,0,149
Ballina,2015,3,175,0,175
Ballina,2015,4,186,0,186
Ballina,2015,5,168,0,168
Ballina,2015,6,170,0,170
Ballina,2015,7,190,0,190
Ballina,2015,8,176,0,176
Ballina,2015,9,199,0,199
Ballina,2015,10,192,0,192
Ballina,2015,11,145,0,145
Ballina,2015,12,176,0,176
Ballina,2016,1,184,0,184
Ballina,2016,2,170,0,170
Ballina,2016,3,197,0,197
Ballina,2016,4,181,0,181
Ballina,2016,5,168,0,168
Ballina,2016,6,174,0,174
Ballina,2016,7,198,0,198
Ballina,2016,8,178,0,178
Ballina,2016,9,195,0,195
Ballina,2016,10,201,0,201
Ballina,2016,11,177,0,177
Ballina,2016,12,223,0,223
Ballina,2017,1,224,0,224
Ballina,2017,2,168,0,168
Ballina,2017,3,189,0,189
Ballina,2017,4,214,0,214
Ballina,2017,5,171,0,171
Ballina,2017,6,171,0,171
Ballina,2017,7,194,0,194
Ballina,2017,8,172,0,172
Ballina,2017,9,195,0,195
Ballina,2017,10,210,0,210
Ballina,2017,11,181,0,181
Ballina,2017,12,210,0,210
Ballina,2018,1,209,0,209
Ballina,2018,2,176,0,176
Ballina,2018,3,194,0,194
Ballina,2018,4,197,0,197
Ballina,2018,5,172,0,172
Ballina,2018,6,167,0,167
Ballina,2018,7,205,0,205
Ballina,2018,8,187,0,187
Ballina,2018,9,187,0,187
Ballina,2018,10,209,0,209
Ballina,2018,11,178,0,178
Ballina,2018,12,207,0,207
Ballina,2019,1,205,0,205
Ballina,2019,2,162,0,162
Ballina,2019,3,187,0,187
Ballina,2019,4,206,0,206
Ballina,2019,5,172,0,172
Ballina,2019,6,166,0,166
Ballina,2019,7,198,0,198
Ballina,2019,8,175,0,175
Ballina,2019,9,184,0,184
Ballina,2019,10,196,0,196
Ballina,2019,11,184,0,184
Ballina,2019,12,202,0,202
Ballina,2020,1,207,0,207
Ballina,2020,2,171,0,171
Ballina,2020,3,153,0,153
Ballina,2020,4,11,0,11
Ballina,2020,5,25,0,25
Ballina,2020,6,53,0,53
Ballina,2020,7,169,0,169
Ballina,2020,8,158,0,158
Ballina,2020,9,187,0,187
Ballina,2020,10,261,0,261
Ballina,2020,11,275,0,275
Ballina,2020,12,350,0,350
Ballina,2021,1,307,0,307
Ballina,2021,2,251,0,251
Ballina,2021,3,309,0,309
Ballina,2021,4,360,0,360
Ballina,2021,5,302,0,302
Ballina,2021,6,275,0,275
Ballina,2021,7,125,0,125
Ballina,2021,8,64,0,64
Ballina,2021,9,51,0,51
Ballina,2021,10,72,0,72
Ballina,2021,11,395,0,395
Ballina,2021,12,500,0,500
Ballina,2022,1,421,0,421
Ballina,2022,2,237,0,237
Ballina,2022,3,268,0,268
Ballina,2022,4,356,0,356
Ballina,2022,5,346,0,346
Ballina,2022,6,295,0,295
Ballina,2022,7,246,0,246
Ballina,2022,8,238,0,238
Ballina,2022,9,226,0,226
Ballina,2022,10,237,0,237
Ballina,2022,11,262,0,262
Ballina,2022,12,278,0,278
Ballina,2023,1,289,0,289
Ballina,2023,2,230,0,230
Ballina,2023,3,266,0,266
Ballina,2023,4,250,0,250
Ballina,2023,5,227,0,227
Ballina,2023,6,235,0,235
Ballina,2023,7,253,0,253
Ballina,2023,8,251,0,251
Ballina,2023,9,233,0,233
Ballina,2023,10,219,0,219
Ballina,2023,11,206,0,206
Ballina,2023,12,225,0,225
Ballina,2024,1,218,0,218
Ballina,2024,2,194,0,194
Ballina,2024,3,211,0,211
Ballina,2024,4,209,0,209
Ballina,2024,5,183,0,183
Ballina,2024,6,176,0,176
Ballina,2024,7,217,0,217
Ballina,2024,8,201,0,201
Ballina,2024,9,201,0,201
Ballina,2024,10,212,0,212
Ballina,2024,11,202,0,202
Ballina,2024,12,209,0,209
BRISBANE,1985,1,2064,183,2247
BRISBANE,1985,2,1825,158,1983
BRISBANE,1985,3,2049,189,2238
BRISBANE,1985,4,1938,171,2109
BRISBANE,1985,5,2157,184,2341
BRISBANE,1985,6,1904,174,2078
BRISBANE,1985,7,1895,178,2073
BRISBANE,1985,8,2084,192,2276
BRISBANE,1985,9,2054,176,2230
BRISBANE,1985,10,2122,176,2298
BRISBANE,1985,11,1897,192,2089
BRISBANE,1985,12,1957,217,2174
BRISBANE,1986,1,2002,220,2222
BRISBANE,1986,2,1610,200,1810
BRISBANE,1986,3,1900,229,2129
BRISBANE,1986,4,1862,225,2087
BRISBANE,1986,5,2041,255,2296
BRISBANE,1986,6,1866,231,2097
BRISBANE,1986,7,1980,235,2215
BRISBANE,1986,8,2134,236,2370
BRISBANE,1986,9,2070,239,2309
BRISBANE,1986,10,2203,240,2443
BRISBANE,1986,11,2036,242,2278
BRISBANE,1986,12,2143,246,2389
BRISBANE,1987,1,2084,269,2353
BRISBANE,1987,2,1857,220,2077
BRISBANE,1987,3,2006,255,2261
BRISBANE,1987,4,2149,264,2413
BRISBANE,1987,5,2068,279,2347
BRISBANE,1987,6,2252,263,2515
BRISBANE,1987,7,2496,286,2782
BRISBANE,1987,8,2411,293,2704
BRISBANE,1987,9,2308,267,2575
BRISBANE,1987,10,2406,289,2695
BRISBANE,1987,11,2396,273,2669
BRISBANE,1987,12,2438,303,2741
BRISBANE,1988,1,2425,323,2748
BRISBANE,1988,2,2185,287,2472
BRISBANE,1988,3,2417,281,2698
BRISBANE,1988,4,2357,356,2713
BRISBANE,1988,5,2460,383,2843
BRISBANE,1988,6,2594,371,2965
BRISBANE,1988,7,2841,419,3260
BRISBANE,1988,8,2649,389,3038
BRISBANE,1988,9,2801,366,3167
BRISBANE,1988,10,2811,361,3172
BRISBANE,1988,11,2481,327,2808
BRISBANE,1988,12,2482,390,2872
BRISBANE,1989,1,2346,395,2741
BRISBANE,1989,2,2150,333,2483
BRISBANE,1989,3,2626,343,2969
BRISBANE,1989,4,2513,399,2912
BRISBANE,1989,5,2435,386,2821
BRISBANE,1989,6,2455,362,2817
BRISBANE,1989,7,2597,394,2991
BRISBANE,1989,8,1865,392,2257
BRISBANE,1989,9,1136,385,1521
BRISBANE,1989,10,1397,397,1794
BRISBANE,1989,11,1578,391,1969
BRISBANE,1989,12,1844,421,2265
BRISBANE,1990,1,1953,426,2379
BRISBANE,1990,2,1865,384,2249
BRISBANE,1990,3,2259,419,2678
BRISBANE,1990,4,2353,436,2789
BRISBANE,1990,5,2572,445,3017
BRISBANE,1990,6,2470,426,2896
BRISBANE,1990,7,2637,432,3069
BRISBANE,1990,8,2578,436,3014
BRISBANE,1990,9,2648,442,3090
BRISBANE,1990,10,2779,464,3243
BRISBANE,1990,11,2723,471,3194
BRISBANE,1990,12,2560,500,3060
BRISBANE,1991,1,2845,496,3341
BRISBANE,1991,2,2527,436,2963
BRISBANE,1991,3,2888,481,3369
BRISBANE,1991,4,2980,457,3437
BRISBANE,1991,5,3092,466,3558
BRISBANE,1991,6,3102,485,3587
BRISBANE,1991,7,3398,500,3898
BRISBANE,1991,8,3353,498,3851
BRISBANE,1991,9,3423,487,3910
BRISBANE,1991,10,3521,502,4023
BRISBANE,1991,11,3441,477,3918
BRISBANE,1991,12,3710,508,4218
BRISBANE,1992,1,3579,513,4092
BRISBANE,1992,2,3082,472,3554
BRISBANE,1992,3,3344,502,3846
BRISBANE,1992,4,3421,487,3908
BRISBANE,1992,5,3469,499,3968
BRISBANE,1992,6,3457,481,3938
BRISBANE,1992,7,3716,507,4223
BRISBANE,1992,8,3560,502,4062
BRISBANE,1992,9,3719,495,4214
BRISBANE,1992,10,3860,505,4365
BRISBANE,1992,11,3741,508,4249
BRISBANE,1992,12,3797,567,4364
BRISBANE,1993,1,3765,561,4326
BRISBANE,1993,2,3329,502,3831
BRISBANE,1993,3,3561,542,4103
BRISBANE,1993,4,3427,539,3966
BRISBANE,1993,5,3580,571,4151
BRISBANE,1993,6,3551,543,4094
BRISBANE,1993,7,3767,571,4338
BRISBANE,1993,8,3808,566,4374
BRISBANE,1993,9,3841,557,4398
BRISBANE,1993,10,3976,586,4562
BRISBANE,1993,11,3727,571,4298
BRISBANE,1993,12,3836,607,4443
BRISBANE,1994,1,3716,628,4344
BRISBANE,1994,2,3433,562,3995
BRISBANE,1994,3,3938,588,4526
BRISBANE,1994,4,3832,544,4376
BRISBANE,1994,5,4032,556,4588
BRISBANE,1994,6,4040,546,4586
BRISBANE,1994,7,4235,570,4805
BRISBANE,1994,8,4226,577,4803
BRISBANE,1994,9,4220,605,4825
BRISBANE,1994,10,4326,639,4965
BRISBANE,1994,11,4151,641,4792
BRISBANE,1994,12,4254,676,4930
BRISBANE,1995,1,4172,704,4876
BRISBANE,1995,2,3814,617,4431
BRISBANE,1995,3,4233,678,4911
BRISBANE,1995,4,4278,684,4962
BRISBANE,1995,5,4441,696,5137
BRISBANE,1995,6,4315,682,4997
BRISBANE,1995,7,4574,703,5277
BRISBANE,1995,8,4489,704,5193
BRISBANE,1995,9,4411,679,5090
BRISBANE,1995,10,4592,721,5313
BRISBANE,1995,11,4445,685,5130
BRISBANE,1995,12,4487,738,5225
BRISBANE,1996,1,4627,729,5356
BRISBANE,1996,2,4360,687,5047
BRISBANE,1996,3,4654,712,5366
BRISBANE,1996,4,4587,718,5305
BRISBANE,1996,5,4632,729,5361
BRISBANE,1996,6,4481,733,5214
BRISBANE,1996,7,4786,777,5563
BRISBANE,1996,8,4695,767,5462
BRISBANE,1996,9,4623,736,5359
BRISBANE,1996,10,4837,737,5574
BRISBANE,1996,11,4492,748,5240
BRISBANE,1996,12,4436,798,5234
BRISBANE,1997,1,4298,803,5101
BRISBANE,1997,2,3974,736,4710
BRISBANE,1997,3,4398,778,5176
BRISBANE,1997,4,4295,730,5025
BRISBANE,1997,5,4252,767,5019
BRISBANE,1997,6,4334,714,5048
BRISBANE,1997,7,4764,782,5546
BRISBANE,1997,8,4675,784,5459
BRISBANE,1997,9,4565,750,5315
BRISBANE,1997,10,4743,791,5534
BRISBANE,1997,11,4429,817,5246
BRISBANE,1997,12,4425,859,5284
BRISBANE,1998,1,4292,862,5154
BRISBANE,1998,2,3883,729,4612
BRISBANE,1998,3,4419,758,5177
BRISBANE,1998,4,4402,728,5130
BRISBANE,1998,5,4443,752,5195
BRISBANE,1998,6,4385,722,5107
BRISBANE,1998,7,4693,743,5436
BRISBANE,1998,8,4633,771,5404
BRISBANE,1998,9,4599,746,5345
BRISBANE,1998,10,4784,767,5551
BRISBANE,1998,11,4687,728,5415
BRISBANE,1998,12,4721,776,5497
BRISBANE,1999,1,4606,805,5411
BRISBANE,1999,2,4222,698,4920
BRISBANE,1999,3,4764,744,5508
BRISBANE,1999,4,4693,669,5362
BRISBANE,1999,5,4729,697,5426
BRISBANE,1999,6,4651,666,5317
BRISBANE,1999,7,4913,707,5620
BRISBANE,1999,8,4922,713,5635
BRISBANE,1999,9,4870,684,5554
BRISBANE,1999,10,5100,709,5809
BRISBANE,1999,11,4755,684,5439
BRISBANE,1999,12,4895,747,5642
BRISBANE,2000,1,4720,770,5490
BRISBANE,2000,2,4386,703,5089
BRISBANE,2000,3,4868,721,5589
BRISBANE,2000,4,4705,730,5435
BRISBANE,2000,5,4944,723,5667
BRISBANE,2000,6,4978,690,5668
BRISBANE,2000,7,5068,749,5817
BRISBANE,2000,8,5197,735,5932
BRISBANE,2000,9,5426,707,6133
BRISBANE,2000,10,5750,723,6473
BRISBANE,2000,11,5560,689,6249
BRISBANE,2000,12,5720,740,6460
BRISBANE,2001,1,5760,742,6502
BRISBANE,2001,2,5268,644,5912
BRISBANE,2001,3,5930,726,6656
BRISBANE,2001,4,5879,755,6634
BRISBANE,2001,5,5917,742,6659
BRISBANE,2001,6,5549,742,6291
BRISBANE,2001,7,5540,767,6307
BRISBANE,2001,8,5538,771,6309
BRISBANE,2001,9,4320,734,5054
BRISBANE,2001,10,4240,723,4963
BRISBANE,2001,11,4567,630,5197
BRISBANE,2001,12,4631,711,5342
BRISBANE,2002,1,4528,702,5230
BRISBANE,2002,2,4172,630,4802
BRISBANE,2002,3,4248,680,4928
BRISBANE,2002,4,4135,700,4835
BRISBANE,2002,5,4255,730,4985
BRISBANE,2002,6,4088,727,4815
BRISBANE,2002,7,4328,795,5123
BRISBANE,2002,8,4274,795,5069
BRISBANE,2002,9,4268,747,5015
BRISBANE,2002,10,4441,757,5198
BRISBANE,2002,11,4206,728,4934
BRISBANE,2002,12,4290,711,5001
BRISBANE,2003,1,4164,724,4888
BRISBANE,2003,2,3661,644,4305
BRISBANE,2003,3,4066,686,4752
BRISBANE,2003,4,4021,670,4691
BRISBANE,2003,5,4048,667,4715
BRISBANE,2003,6,3954,645,4599
BRISBANE,2003,7,4113,698,4811
BRISBANE,2003,8,4107,677,4784
BRISBANE,2003,9,4200,661,4861
BRISBANE,2003,10,4448,706,5154
BRISBANE,2003,11,4382,764,5146
BRISBANE,2003,12,4470,808,5278
BRISBANE,2004,1,4506,848,5354
BRISBANE,2004,2,4253,797,5050
BRISBANE,2004,3,4551,828,5379
BRISBANE,2004,4,4398,821,5219
BRISBANE,2004,5,4642,841,5483
BRISBANE,2004,6,4658,823,5481
BRISBANE,2004,7,4888,923,5811
BRISBANE,2004,8,4977,915,5892
BRISBANE,2004,9,4879,902,5781
BRISBANE,2004,10,4974,934,5908
BRISBANE,2004,11,4814,925,5739
BRISBANE,2004,12,5038,968,6006
BRISBANE,2005,1,4849,976,5825
BRISBANE,2005,2,4554,837,5391
BRISBANE,2005,3,5028,912,5940
BRISBANE,2005,4,4922,929,5851
BRISBANE,2005,5,5078,964,6042
BRISBANE,2005,6,4897,952,5849
BRISBANE,2005,7,5140,1004,6144
BRISBANE,2005,8,5131,986,6117
BRISBANE,2005,9,5041,958,5999
BRISBANE,2005,10,5138,975,6113
BRISBANE,2005,11,4918,885,5803
BRISBANE,2005,12,4957,922,5879
BRISBANE,2006,1,4830,946,5776
BRISBANE,2006,2,4523,834,5357
BRISBANE,2006,3,5083,886,5969
BRISBANE,2006,4,4886,924,5810
BRISBANE,2006,5,5147,916,6063
BRISBANE,2006,6,4936,927,5863
BRISBANE,2006,7,5147,1050,6197
BRISBANE,2006,8,5172,1036,6208
BRISBANE,2006,9,5031,1009,6040
BRISBANE,2006,10,5183,1005,6188
BRISBANE,2006,11,5040,949,5989
BRISBANE,2006,12,5012,995,6007
BRISBANE,2007,1,4942,991,5933
BRISBANE,2007,2,4599,862,5461
BRISBANE,2007,3,5142,985,6127
BRISBANE,2007,4,4951,992,5943
BRISBANE,2007,5,5130,1005,6135
BRISBANE,2007,6,4951,985,5936
BRISBANE,2007,7,5206,1038,6244
BRISBANE,2007,8,5280,1027,6307
BRISBANE,2007,9,5019,1004,6023
